tag3	tag1	name	autonym	source
lro		Laro		iso639-3
lrr		Southern Yamphu		iso639-3
lrt		Larantuka Malay		iso639-3
lrv		Larevat		iso639-3
lrz		Lemerig		iso639-3
lsa		Lasgerdi		iso639-3
lsd		Lishana Deni		iso639-3
lse		Lusengo		iso639-3
che	ce	Chechen	нохчийн	cldr
lsh		Lish		iso639-3
lsi		Lashi	Lacid	iso639-3, ethnologue
lsl		Latvian Sign Language		iso639-3
lsm		Saamia		iso639-3
lso		Laos Sign Language		iso639-3
lsp		Panamanian Sign Language		iso639-3
lsr		Aruop		iso639-3
lss		Lasi		iso639-3
lst		Trinidad and Tobago Sign Language		iso639-3
lsy		Mauritian Sign Language		iso639-3
ltc		Late Middle Chinese		iso639-3
ltg		Latgalian	Latgališu	cldr, ethnologue
lth		Thur	Leb-Thur	iso639-3, ethnologue
lti		Leti (Indonesia)		iso639-3
ltn		Latundê		iso639-3
lto		Tsotso		iso639-3
lts		Tachoni		iso639-3
ltu		Latu		iso639-3
lua		Luba-Lulua	Tshiluba	cldr, ethnologue
luc		Aringa		iso639-3
lud		Ludian	Lüüdikiel	iso639-3, ethnologue
lue		Luvale		iso639-3
luf		Laua		iso639-3
lui		Luiseno		cldr
luj		Luna		iso639-3
luk		Lunanakha		iso639-3
lul		Olu'bo		iso639-3
lum		Luimbi		iso639-3
lun		Lunda		cldr
luo		Luo	Dholuo	cldr
lup		Lumbu		iso639-3
luq		Lucumi		iso639-3
lur		Laura		iso639-3
lus		Mizo		cldr
lut		Lushootseed		iso639-3
luu		Lumba-Yakkha		iso639-3
luv		Luwati		iso639-3
luw		Luo (Cameroon)		iso639-3
luy		Luyia	Luluhia	cldr
luz		Southern Luri		iso639-3
lva		Maku'a		iso639-3
lvk		Lavukaleve		iso639-3
lvs		Standard Latvian	Latviešu valoda, Latviski	iso639-3, ethnologue
lvu		Levuka		iso639-3
lwa		Lwalu		iso639-3
lwe		Lewo Eleng		iso639-3
lwg		Wanga		iso639-3
lwh		White Lachi		iso639-3
lwl		Eastern Lawa		iso639-3
lwm		Laomian		iso639-3
lwo		Luwo		iso639-3
lwt		Lewotobi		iso639-3
lwu		Lawu		iso639-3
lww		Lewo		iso639-3
lya		Layakha		iso639-3
lyg		Lyngngam		iso639-3
lyn		Luyana		iso639-3
lzh		Literary Chinese		cldr
lzl		Litzlitz		iso639-3
lzn		Leinong Naga		iso639-3
lzz		Laz	Lazuri	cldr, ethnologue
maa		San Jerónimo Tecóatl Mazatec		iso639-3
mab		Yutanduchi Mixtec		iso639-3
mad		Madurese		cldr
mae		Bo-Rukul		iso639-3
maf		Mafa		cldr
mag		Magahi		cldr
mai		Maithili	मैथिली‎ (Maithilī)	cldr, ethnologue
maj		Jalapa De Díaz Mazatec	Ntaxjo	iso639-3, ethnologue
mak		Makasar		cldr
mam		Mam	B’anax Mam, Qyool	iso639-3, ethnologue
man		Mandingo		cldr
maq		Chiquihuitlán Mazatec	Nne nangui ngaxni	iso639-3, ethnologue
mas		Masai	Maa	cldr
mat		San Francisco Matlatzinca		iso639-3
mau		Huautla Mazatec	Enna	iso639-3, ethnologue
mav		Sateré-Mawé		iso639-3
maw		Mampruli	Nmampurli	iso639-3, ethnologue
max		North Moluccan Malay	Bahasa Pasar	iso639-3, ethnologue
maz		Central Mazahua	Jnatrjo	iso639-3, ethnologue
mba		Higaonon		iso639-3
mbb		Western Bukidnon Manobo		iso639-3
mbc		Macushi		iso639-3
mbd		Dibabawon Manobo		iso639-3
mbe		Molale		iso639-3
mbf		Baba Malay		iso639-3
mbh		Mangseng		iso639-3
mbi		Ilianen Manobo		iso639-3
mbj		Nadëb		iso639-3
mbk		Malol		iso639-3
mbl		Maxakalí		iso639-3
mbm		Ombamba		iso639-3
mbn		Macaguán		iso639-3
mbo		Mbo (Cameroon)		iso639-3
mbp		Malayo		iso639-3
mbq		Maisin		iso639-3
mbr		Nukak Makú		iso639-3
mbs		Sarangani Manobo		iso639-3
mbt		Matigsalug Manobo		iso639-3
mbu		Mbula-Bwazza		iso639-3
mbv		Mbulungish		iso639-3
mbw		Maring		iso639-3
mbx		Mari (East Sepik Province)		iso639-3
mby		Memoni		iso639-3
mbz		Amoltepec Mixtec	Tnu’u Ñuu Savi	iso639-3, ethnologue
mca		Maca	Mak’á	iso639-3, ethnologue
mcb		Machiguenga	Matsigenka	iso639-3, ethnologue
mcc		Bitur	Bitur	iso639-3, ethnologue
mcd		Sharanahua		iso639-3
mce		Itundujia Mixtec		iso639-3
mcf		Matsés		iso639-3
mcg		Mapoyo		iso639-3
mch		Maquiritari	Ye’kuana	iso639-3, ethnologue
mci		Mese		iso639-3
mcj		Mvanip		iso639-3
mck		Mbunda		iso639-3
mcl		Macaguaje		iso639-3
mcm		Malaccan Creole Portuguese	Kristang	iso639-3, ethnologue
mcn		Masana		iso639-3
mco		Coatlán Mixe	Ayuk	iso639-3, ethnologue
mcp		Makaa		iso639-3
mcq		Ese		iso639-3
mcr		Menya		iso639-3
mcs		Mambai	dâg tì mà̧mbày	iso639-3, ethnologue
mct		Mengisa		iso639-3
mcu		Cameroon Mambila		iso639-3
mcv		Minanibai		iso639-3
mcw		Mawa (Chad)		iso639-3
mcx		Mpiemo		iso639-3
mcy		South Watut		iso639-3
mcz		Mawan		iso639-3
mda		Mada (Nigeria)		iso639-3
mdb		Morigi		iso639-3
mdc		Male (Papua New Guinea)		iso639-3
mdd		Mbum		iso639-3
mde		Maba	Bura Mabang	cldr, ethnologue
mdf		Moksha		cldr
mdg		Massalat		iso639-3
mdh		Maguindanaon		iso639-3
mdi		Mamvu	Tengo	iso639-3, ethnologue
mdj		Mangbetu		iso639-3
mdk		Mangbutu		iso639-3
mdl		Maltese Sign Language		iso639-3
mdm		Mayogo		iso639-3
mdn		Mbati		iso639-3
mdp		Mbala		iso639-3
mdq		Mbole		iso639-3
mdr		Mandar		cldr
mds		Maria (Papua New Guinea)		iso639-3
mdt		Mbere		iso639-3
mdu		Mboko		iso639-3
mdv		Santa Lucía Monteverde Mixtec		iso639-3
mdw		Mbosi		iso639-3
mdx		Dizin		iso639-3
mdy		Male (Ethiopia)		iso639-3
mdz		Suruí Do Pará		iso639-3
mea		Menka		iso639-3
meb		Ikobi		iso639-3
mec		Mara		iso639-3
med		Melpa		iso639-3
mee		Mengen		iso639-3
mef		Megam		iso639-3
meh		Southwestern Tlaxiaco Mixtec		iso639-3
mei		Midob		iso639-3
mej		Meyah		iso639-3
mek		Mekeo		iso639-3
mel		Central Melanau		iso639-3
mem		Mangala		iso639-3
men		Mende	Mende, Mɛnde‎ (Mende), Mɛnde yia‎ (Mende yia)	cldr, ethnologue
meo		Kedah Malay		iso639-3
mep		Miriwung		iso639-3
meq		Merey		iso639-3
mer		Meru	Kĩmĩrũ	cldr
mes		Masmaje		iso639-3
met		Mato		iso639-3
meu		Motu		iso639-3
mev		Mano	Maa	iso639-3, ethnologue
mew		Maaka		iso639-3
mey		Hassaniyya	Hassaniyya, حسانية‎‎‎ (Ḥassānīya)	iso639-3, ethnologue
mez		Menominee		iso639-3
mfa		Pattani Malay	ภาษายาวี‎ (Baso Jawi)	iso639-3, ethnologue
mfb		Bangka		iso639-3
mfc		Mba		iso639-3
mfd		Mendankwe-Nkwen		iso639-3
mfe		Morisyen	kreol morisien	cldr
mff		Naki		iso639-3
mfg		Mogofin		iso639-3
mfh		Matal		iso639-3
mfi		Wandala		iso639-3
mfj		Mefele		iso639-3
mfk		North Mofu		iso639-3
mfl		Putai		iso639-3
mfm		Marghi South		iso639-3
mfn		Cross River Mbembe		iso639-3
mfo		Mbe		iso639-3
mfp		Makassar Malay		iso639-3
mfq		Moba		iso639-3
mfr		Marithiel		iso639-3
mfs		Mexican Sign Language		iso639-3
mft		Mokerang		iso639-3
mfu		Mbwela		iso639-3
mfv		Mandjak		iso639-3
mfw		Mulaha		iso639-3
mfx		Melo		iso639-3
mfy		Mayo	Yoreme Nokki	iso639-3, ethnologue
mfz		Mabaan		iso639-3
mga		Middle Irish		cldr
mgb		Mararit		iso639-3
mgc		Morokodo		iso639-3
mgd		Moru		iso639-3
mge		Mango		iso639-3
mgf		Maklew		iso639-3
mgg		Mpumpong		iso639-3
mgh		Makhuwa-Meetto	Makua	cldr
mgi		Lijili		iso639-3
mgj		Abureni		iso639-3
mgk		Mawes		iso639-3
mgl		Maleu-Kilenge		iso639-3
mgm		Mambae		iso639-3
mgn		Mbangi		iso639-3
mgo		Metaʼ	metaʼ	cldr
mgp		Eastern Magar		iso639-3
mgq		Malila	Bamalila	iso639-3, ethnologue
mgr		Mambwe-Lungu		iso639-3
mgs		Manda (Tanzania)		iso639-3
mgt		Mongol		iso639-3
mgu		Mailu		iso639-3
mgv		Matengo		iso639-3
mgw		Matumbi		iso639-3
mgy		Mbunga		iso639-3
mgz		Mbugwe		iso639-3
mha		Manda (India)		iso639-3
mhb		Mahongwe		iso639-3
mhc		Mocho		iso639-3
mhd		Mbugu		iso639-3
mhe		Besisi		iso639-3
mhf		Mamaa		iso639-3
mhg		Margu		iso639-3
mhi		Ma'di		iso639-3
mhj		Mogholi		iso639-3
mhk		Mungaka		iso639-3
mhl		Mauwake		iso639-3
mhm		Makhuwa-Moniga		iso639-3
mhn		Mócheno		iso639-3
mho		Mashi (Zambia)		iso639-3
mhp		Balinese Malay		iso639-3
mhq		Mandan		iso639-3
mhr		Eastern Mari		iso639-3
mhs		Buru (Indonesia)	Buru	iso639-3, ethnologue
mht		Mandahuaca		iso639-3
mhu		Digaro-Mishmi		iso639-3
mhw		Mbukushu		iso639-3
mhx		Maru	Lhao Vo	iso639-3, ethnologue
mhy		Ma'anyan		iso639-3
mhz		Mor (Mor Islands)		iso639-3
mia		Miami		iso639-3
mib		Atatláhuca Mixtec		iso639-3
mic		Mi'kmaq	Míkmawísimk	cldr, ethnologue
mid		Mandaic		iso639-3
mie		Ocotepec Mixtec	Tu’un savi	iso639-3, ethnologue
mif		Mofu-Gudur		iso639-3
mig		San Miguel El Grande Mixtec		iso639-3
mih		Chayuco Mixtec	Tu’un savi	iso639-3, ethnologue
mii		Chigmecatitlán Mixtec	Da’an davi	iso639-3, ethnologue
mij		Abar		iso639-3
mik		Mikasuki		iso639-3
mil		Peñoles Mixtec	Tu’un savi	iso639-3, ethnologue
mim		Alacatlatzala Mixtec	To’on Savi	iso639-3, ethnologue
min		Minangkabau		cldr
mio		Pinotepa Nacional Mixtec		iso639-3
mip		Apasco-Apoala Mixtec		iso639-3
miq		Mískito	Mískitu	iso639-3, ethnologue
mir		Isthmus Mixe		iso639-3
mis		Uncoded languages		iso639-3
mit		Southern Puebla Mixtec	Da’an davi	iso639-3, ethnologue
miu		Cacaloxtepec Mixtec		iso639-3
miw		Akoye		iso639-3
mix		Mixtepec Mixtec		iso639-3
miy		Ayutla Mixtec		iso639-3
miz		Coatzospan Mixtec	Tu’un davi	iso639-3, ethnologue
mjb		Makalero		iso639-3
mjc		San Juan Colorado Mixtec	Tu’un sav	iso639-3, ethnologue
mjd		Northwest Maidu		iso639-3
mje		Muskum		iso639-3
mjg		Tu		iso639-3
mjh		Mwera (Nyasa)		iso639-3
mji		Kim Mun	Kem di mun	iso639-3, ethnologue
mjj		Mawak		iso639-3
mjk		Matukar		iso639-3
mjl		Mandeali		iso639-3
mjm		Medebur		iso639-3
mjn		Ma (Papua New Guinea)		iso639-3
mjo		Malankuravan		iso639-3
mjp		Malapandaram		iso639-3
mjq		Malaryan		iso639-3
mjr		Malavedan		iso639-3
mjs		Miship		iso639-3
mjt		Sauria Paharia		iso639-3
mju		Manna-Dora		iso639-3
mjv		Mannan		iso639-3
mjw		Karbi		iso639-3
mjx		Mahali		iso639-3
mjy		Mahican		iso639-3
mjz		Majhi		iso639-3
mka		Mbre		iso639-3
mkb		Mal Paharia		iso639-3
mkc		Siliput		iso639-3
mke		Mawchi		iso639-3
mkf		Miya		iso639-3
mkg		Mak (China)		iso639-3
mki		Dhatki		iso639-3
mkj		Mokilese	Mokil, Mwoakilloa	iso639-3, ethnologue
mkk		Byep		iso639-3
mkl		Mokole		iso639-3
mkm		Moklen		iso639-3
mkn		Kupang Malay	Kupang	iso639-3, ethnologue
mko		Mingang Doso		iso639-3
mkp		Moikodi		iso639-3
mkq		Bay Miwok		iso639-3
mkr		Malas		iso639-3
mks		Silacayoapan Mixtec		iso639-3
mkt		Vamale		iso639-3
mku		Konyanka Maninka		iso639-3
mkv		Mafea		iso639-3
mkw		Kituba (Congo)	Kituba	iso639-3, ethnologue
mkx		Kinamiging Manobo		iso639-3
mky		East Makian		iso639-3
mkz		Makasae		iso639-3
mla		Malo		iso639-3
mlb		Mbule		iso639-3
mlc		Cao Lan		iso639-3
mle		Manambu		iso639-3
mlf		Mal		iso639-3
mlh		Mape		iso639-3
mli		Malimpung		iso639-3
mlj		Miltu		iso639-3
mlk		Ilwana		iso639-3
mll		Malua Bay		iso639-3
mlm		Mulam		iso639-3
mln		Malango		iso639-3
mlo		Mlomp		iso639-3
mlp		Bargam		iso639-3
mlq		Western Maninkakan		iso639-3
mlr		Vame		iso639-3
mls		Masalit	Kana Masaraka	iso639-3, ethnologue
mlu		To'abaita		iso639-3
mlv		Motlav		iso639-3
mlw		Moloko		iso639-3
mlx		Malfaxal		iso639-3
mlz		Malaynon		iso639-3
mma		Mama		iso639-3
mmb		Momina		iso639-3
mmc		Michoacán Mazahua	Jnatjo	iso639-3, ethnologue
mmd		Maonan		iso639-3
mme		Mae		iso639-3
mmf		Mundat		iso639-3
mmg		North Ambrym		iso639-3
mmh		Mehináku		iso639-3
mmi		Musar		iso639-3
mmj		Majhwar		iso639-3
mmk		Mukha-Dora		iso639-3
mml		Man Met		iso639-3
mmm		Maii		iso639-3
mmn		Mamanwa		iso639-3
mmo		Mangga Buang		iso639-3
mmp		Siawi		iso639-3
mmq		Musak		iso639-3
mmr		Western Xiangxi Miao		iso639-3
mmt		Malalamai		iso639-3
mmu		Mmaala	Numaala	iso639-3, ethnologue
mmv		Miriti		iso639-3
mmw		Emae		iso639-3
mmx		Madak		iso639-3
mmy		Migaama		iso639-3
mmz		Mabaale		iso639-3
mna		Mbula		iso639-3
mnb		Muna	Wuna	iso639-3, ethnologue
mnc		Manchu		cldr
mnd		Mondé		iso639-3
mne		Naba		iso639-3
mnf		Mundani		iso639-3
mng		Eastern Mnong		iso639-3
mnh		Mono (Democratic Republic of Congo)		iso639-3
mni		Manipuri	মৈতৈলোন্	cldr
mnj		Munji		iso639-3
mnk		Mandinka		iso639-3
mnl		Tiale		iso639-3
mnm		Mapena		iso639-3
mnn		Southern Mnong		iso639-3
mnp		Min Bei Chinese		iso639-3
mnq		Minriq		iso639-3
mnr		Mono (USA)		iso639-3
mns		Mansi	Ма̄ньщи	iso639-3, github
mnu		Mer		iso639-3
mnv		Rennell-Bellona		iso639-3
mnw		Mon		iso639-3
mnx		Manikion		iso639-3
mny		Manyawa		iso639-3
mnz		Moni		iso639-3
moa		Mwan		iso639-3
moc		Mocoví		iso639-3
mod		Mobilian		iso639-3
moe		Montagnais		iso639-3
mog		Mongondow		iso639-3
moh		Mohawk	Kanienʼkéha	cldr
moi		Mboi		iso639-3
moj		Monzombo		iso639-3
mok		Morori		iso639-3
mom		Mangue		iso639-3
moo		Monom		iso639-3
mop		Mopán Maya		iso639-3
moq		Mor (Bomberai Peninsula)		iso639-3
mor		Moro	Dhimorong	iso639-3, ethnologue
mos		Mossi	Mòoré	cldr, ethnologue
mot		Barí		iso639-3
mou		Mogum		iso639-3
mov		Mohave		iso639-3
mow		Moi (Congo)		iso639-3
mox		Molima		iso639-3
moy		Shekkacho	Shekkacho	iso639-3, ethnologue
moz		Mukulu		iso639-3
mpa		Mpoto		iso639-3
mpb		Mullukmulluk		iso639-3
mpc		Mangarayi		iso639-3
mpd		Machinere		iso639-3
mpe		Majang		iso639-3
mpg		Marba		iso639-3
mph		Maung		iso639-3
mpi		Mpade		iso639-3
mpj		Martu Wangka		iso639-3
mpk		Mbara (Chad)		iso639-3
mpl		Middle Watut		iso639-3
mpm		Yosondúa Mixtec		iso639-3
mpn		Mindiri		iso639-3
mpo		Miu		iso639-3
mpp		Migabac		iso639-3
mpq		Matís		iso639-3
mpr		Vangunu		iso639-3
mps		Dadibi		iso639-3
mpt		Mian		iso639-3
mpu		Makuráp		iso639-3
mpv		Mungkip		iso639-3
mpw		Mapidian		iso639-3
mpx		Misima-Panaeati		iso639-3
mpy		Mapia		iso639-3
mpz		Mpi		iso639-3
mqa		Maba (Indonesia)		iso639-3
mqb		Mbuko		iso639-3
mqc		Mangole		iso639-3
mqe		Matepi		iso639-3
mqf		Momuna		iso639-3
mqg		Kota Bangun Kutai Malay		iso639-3
mqh		Tlazoyaltepec Mixtec		iso639-3
mqi		Mariri		iso639-3
mqj		Mamasa		iso639-3
mqk		Rajah Kabunsuwan Manobo		iso639-3
mql		Mbelime		iso639-3
mqm		South Marquesan		iso639-3
mqn		Moronene		iso639-3
mqo		Modole		iso639-3
mqp		Manipa		iso639-3
mqq		Minokok		iso639-3
mqr		Mander		iso639-3
mqs		West Makian		iso639-3
mqt		Mok		iso639-3
mqu		Mandari	Mundari	iso639-3, ethnologue
mqv		Mosimo		iso639-3
mqw		Murupi		iso639-3
mqx		Mamuju		iso639-3
mqy		Manggarai		iso639-3
mqz		Pano		iso639-3
mra		Mlabri	มละบริ‎ (Mlabri), มาลาบรี‎ (Malabri)	iso639-3, ethnologue
mrb		Marino		iso639-3
mrc		Maricopa		iso639-3
mrd		Western Magar		iso639-3
mre		Martha's Vineyard Sign Language		iso639-3
mrf		Elseng		iso639-3
mrg		Mising		iso639-3
mrh		Mara Chin	Mara	iso639-3, ethnologue
mrj		Western Mari		cldr
mrk		Hmwaveke		iso639-3
mrl		Mortlockese		iso639-3
mrm		Merlav		iso639-3
mrn		Cheke Holo		iso639-3
mro		Mru		iso639-3
mrp		Morouas		iso639-3
mrq		North Marquesan		iso639-3
mrr		Maria (India)		iso639-3
mrs		Maragus		iso639-3
mrt		Marghi Central		iso639-3
mru		Mono (Cameroon)		iso639-3
mrv		Mangareva		iso639-3
mrw		Maranao		iso639-3
mrx		Maremgi		iso639-3
mry		Mandaya		iso639-3
mrz		Marind		iso639-3
msb		Masbatenyo		iso639-3
msc		Sankaran Maninka		iso639-3
msd		Yucatec Maya Sign Language		iso639-3
mse		Musey		iso639-3
msf		Mekwei		iso639-3
msg		Moraid		iso639-3
msh		Masikoro Malagasy		iso639-3
msi		Sabah Malay	Bahasa Sabah	iso639-3, ethnologue
msj		Ma (Democratic Republic of Congo)		iso639-3
msk		Mansaka		iso639-3
msl		Molof		iso639-3
msm		Agusan Manobo	Minanubu	iso639-3, ethnologue
msn		Vurës	Vurës	iso639-3, ethnologue
mso		Mombum		iso639-3
msp		Maritsauá		iso639-3
msq		Caac		iso639-3
msr		Mongolian Sign Language		iso639-3
mss		West Masela		iso639-3
msu		Musom		iso639-3
msv		Maslam		iso639-3
msw		Mansoanka		iso639-3
msx		Moresada		iso639-3
msy		Aruamu		iso639-3
msz		Momare		iso639-3
mta		Cotabato Manobo		iso639-3
mtb		Anyin Morofo		iso639-3
mtc		Munit		iso639-3
mtd		Mualang		iso639-3
mte		Mono (Solomon Islands)		iso639-3
mtf		Murik (Papua New Guinea)		iso639-3
mtg		Una		iso639-3
mth		Munggui		iso639-3
mti		Maiwa (Papua New Guinea)		iso639-3
mtj		Moskona		iso639-3
mtk		Mbe'		iso639-3
mtl		Montol		iso639-3
mtm		Mator		iso639-3
mtn		Matagalpa		iso639-3
mto		Totontepec Mixe	Ayuk	iso639-3, ethnologue
mtp		Wichí Lhamtés Nocten		iso639-3
mtq		Muong		iso639-3
mtr		Mewari		iso639-3
mts		Yora		iso639-3
mtt		Mota		iso639-3
mtu		Tututepec Mixtec	Tu’un savi	iso639-3, ethnologue
mtv		Asaro'o		iso639-3
mtw		Southern Binukidnon		iso639-3
mtx		Tidaá Mixtec	Tnu’un dawi	iso639-3, ethnologue
mty		Nabi		iso639-3
mua		Mundang	MUNDAŊ	cldr
mub		Mubi		iso639-3
muc		Ajumbu		iso639-3
mud		Mednyj Aleut		iso639-3
mue		Media Lengua		iso639-3
mug		Musgu	Mulwi	iso639-3, ethnologue
muh		Mündü		iso639-3
mui		Musi		iso639-3
muj		Mabire		iso639-3
muk		Mugom		iso639-3
mul		Multiple languages		cldr
mum		Maiwala		iso639-3
muo		Nyong		iso639-3
mup		Malvi		iso639-3
muq		Eastern Xiangxi Miao		iso639-3
mur		Murle		iso639-3
mus		Creek		cldr
mut		Western Muria		iso639-3
muu		Yaaku		iso639-3
muv		Muthuvan		iso639-3
mux		Bo-Ung		iso639-3
muy		Muyang		iso639-3
muz		Mursi		iso639-3
mva		Manam		iso639-3
mvb		Mattole		iso639-3
mvd		Mamboru		iso639-3
mve		Marwari (Pakistan)		iso639-3
mvf		Peripheral Mongolian		iso639-3
mvg		Yucuañe Mixtec	Tnu’u savi	iso639-3, ethnologue
mvh		Mulgi		iso639-3
mvi		Miyako		iso639-3
mvk		Mekmek		iso639-3
mvl		Mbara (Australia)		iso639-3
mvm		Muya		iso639-3
mvn		Minaveha		iso639-3
mvo		Marovo		iso639-3
mvp		Duri		iso639-3
mvq		Moere		iso639-3
mvr		Marau		iso639-3
mvs		Massep		iso639-3
mvt		Mpotovoro		iso639-3
mvu		Marfa		iso639-3
mvv		Tagal Murut		iso639-3
mvw		Machinga		iso639-3
mvx		Meoswar		iso639-3
mvy		Indus Kohistani		iso639-3
mvz		Mesqan		iso639-3
mwa		Mwatebu		iso639-3
mwb		Juwal		iso639-3
mwc		Are		iso639-3
mwe		Mwera (Chimwera)		iso639-3
mwf		Murrinh-Patha		iso639-3
mwg		Aiklep		iso639-3
mwh		Mouk-Aria		iso639-3
mwi		Labo		iso639-3
mwk		Kita Maninkakan		iso639-3
mwl		Mirandese	Mirandés	cldr, ethnologue
mwm		Sar		iso639-3
mwn		Nyamwanga		iso639-3
mwo		Central Maewo		iso639-3
mwp		Kala Lagaw Ya		iso639-3
mwq		Mün Chin	K’cho	iso639-3, ethnologue
mwr		Marwari		cldr
mws		Mwimbi-Muthambi		iso639-3
mwt		Moken		iso639-3
mwu		Mittu		iso639-3
mwv		Mentawai		cldr
mww		Hmong Daw		iso639-3
mwx		Mediak		iso639-3
mwy		Mosiro		iso639-3
mwz		Moingi		iso639-3
mxa		Northwest Oaxaca Mixtec	Tu’un sav	iso639-3, ethnologue
mxb		Tezoatlán Mixtec	Tu’un nda’i	iso639-3, ethnologue
mxc		Manyika		iso639-3
mxd		Modang		iso639-3
mxe		Mele-Fila		iso639-3
mxf		Malgbe		iso639-3
mxg		Mbangala		iso639-3
mxh		Mvuba		iso639-3
mxi		Mozarabic		iso639-3
mxj		Miju-Mishmi	Kman	iso639-3, ethnologue
mxk		Monumbo		iso639-3
mxl		Maxi Gbe		iso639-3
mxm		Meramera		iso639-3
mxn		Moi (Indonesia)		iso639-3
mxo		Mbowe		iso639-3
mxp		Tlahuitoltepec Mixe		iso639-3
mxq		Juquila Mixe		iso639-3
mxr		Murik (Malaysia)		iso639-3
mxs		Huitepec Mixtec	Tu’un sav	iso639-3, ethnologue
mxt		Jamiltepec Mixtec		iso639-3
mxu		Mada (Cameroon)		iso639-3
mxv		Metlatónoc Mixtec		iso639-3
mxw		Namo		iso639-3
mxx		Mahou		iso639-3
mxy		Southeastern Nochixtlán Mixtec		iso639-3
mxz		Central Masela		iso639-3
myb		Mbay		iso639-3
myc		Mayeka		iso639-3
myd		Maramba		iso639-3
mye		Myene		cldr
myf		Bambassi	Màwés Aasʼè	iso639-3, ethnologue
myg		Manta		iso639-3
myh		Makah		iso639-3
myi		Mina (India)		iso639-3
myj		Mangayat		iso639-3
myk		Mamara Senoufo		iso639-3
myl		Moma		iso639-3
mym		Me'en		iso639-3
myo		Anfillo		iso639-3
myp		Pirahã		iso639-3
myr		Muniche		iso639-3
mys		Mesmes		iso639-3
myu		Mundurukú		iso639-3
myv		Erzya		cldr
myw		Muyuw		iso639-3
myx		Masaaba		iso639-3
myy		Macuna		iso639-3
myz		Classical Mandaic		iso639-3
mza		Santa María Zacatepec Mixtec	Tu’un Va’a	iso639-3, ethnologue
mzb		Tumzabt		iso639-3
mzc		Madagascar Sign Language		iso639-3
mzd		Malimba		iso639-3
mze		Morawa		iso639-3
mzg		Monastic Sign Language		iso639-3
mzh		Wichí Lhamtés Güisnay	Wichí Lhamtés	iso639-3, ethnologue
mzi		Ixcatlán Mazatec	En ningotsie	iso639-3, ethnologue
mzj		Manya		iso639-3
mzk		Nigeria Mambila		iso639-3
mzl		Mazatlán Mixe		iso639-3
mzm		Mumuye		iso639-3
mzn		Mazanderani	مازرونی	cldr
mzo		Matipuhy		iso639-3
mzp		Movima		iso639-3
mzq		Mori Atas		iso639-3
mzr		Marúbo		iso639-3
mzs		Macanese		iso639-3
mzt		Mintil		iso639-3
mzu		Inapang		iso639-3
mzv		Manza		iso639-3
mzw		Deg		iso639-3
mzx		Mawayana		iso639-3
mzy		Mozambican Sign Language		iso639-3
mzz		Maiadomu		iso639-3
naa		Namla		iso639-3
nab		Southern Nambikuára		iso639-3
nac		Narak		iso639-3
nae		Naka'ela		iso639-3
naf		Nabak		iso639-3
nag		Naga Pidgin		iso639-3
naj		Nalu		iso639-3
nak		Nakanai		iso639-3
nal		Nalik		iso639-3
nam		Ngan'gityemerri		iso639-3
nan		Min Nan Chinese	闽南语‎ (Minnanyu)	cldr, ethnologue
nao		Naaba		iso639-3
nap		Neapolitan		cldr
naq		Nama	Khoekhoegowab	cldr
nar		Iguta		iso639-3
nas		Naasioi		iso639-3
nat		Ca̱hungwa̱rya̱		iso639-3
naw		Nawuri		iso639-3
nax		Nakwi		iso639-3
nay		Narrinyeri		iso639-3
naz		Coatepec Nahuatl		iso639-3
nba		Nyemba		iso639-3
nbb		Ndoe		iso639-3
nbc		Chang Naga		iso639-3
nbd		Ngbinda		iso639-3
nbe		Konyak Naga		iso639-3
nbg		Nagarchal		iso639-3
nbh		Ngamo		iso639-3
nbi		Mao Naga		iso639-3
nbj		Ngarinman		iso639-3
nbk		Nake		iso639-3
nbm		Ngbaka Ma'bo		iso639-3
nbn		Kuri		iso639-3
nbo		Nkukoli		iso639-3
nbp		Nnam		iso639-3
nbq		Nggem		iso639-3
nbr		Numana-Nunku-Gbantu-Numbu		iso639-3
nbs		Namibian Sign Language		iso639-3
nbt		Na		iso639-3
nbu		Rongmei Naga		iso639-3
nbv		Ngamambo		iso639-3
nbw		Southern Ngbandi		iso639-3
nby		Ningera		iso639-3
nca		Iyo		iso639-3
ncb		Central Nicobarese		iso639-3
ncc		Ponam		iso639-3
ncd		Nachering		iso639-3
nce		Yale		iso639-3
ncf		Notsi		iso639-3
ncg		Nisga'a		iso639-3
nch		Central Huasteca Nahuatl		iso639-3
nci		Classical Nahuatl		iso639-3
ncj		Northern Puebla Nahuatl		iso639-3
nck		Nakara		iso639-3
ncl		Michoacán Nahuatl		iso639-3
ncm		Nambo		iso639-3
ncn		Nauna		iso639-3
nco		Sibe		iso639-3
ncp		Ndaktup		iso639-3
ncq		Northern Katang		iso639-3
ncr		Ncane		iso639-3
ncs		Nicaraguan Sign Language		iso639-3
nct		Chothe Naga		iso639-3
ncu		Chumburung		iso639-3
ncx		Central Puebla Nahuatl		iso639-3
ncz		Natchez		iso639-3
nda		Ndasa		iso639-3
ndb		Kenswei Nsei	Nsei	iso639-3, ethnologue
ndc		Ndau		iso639-3
ndd		Nde-Nsele-Nta		iso639-3
ndf		Nadruvian		iso639-3
ndg		Ndengereko		iso639-3
ndh		Ndali		iso639-3
ndi		Samba Leko		iso639-3
ndj		Ndamba		iso639-3
ndk		Ndaka		iso639-3
